,speechiness,tempo
29aSfWddeZJCfnrcMb20sy,0.0291,139.985
4SMciQoW2tOVieBAg6U2Qj,0.233,140.118
4CbKVDZkYKdv69I4bCaKUq,0.0995,142.018
24nJkTk9cSrVFOthgYdjzr,0.127,135.159
4CisE8n8bzLRnCrL9Oyugg,0.0381,90.981
3fjygttONLYtPMS0OzZKnF,0.354,126.626
7BzApIkOQeizqvF0ZXQGUF,0.0432,140.066
5Tou8lYopj9qCIFBFBomZ5,0.211,128.209
7kcyCnpHm1BZGB9Wc7MCZH,0.0381,141.955
4WXP5uP1Ugp8aEIVpNRk5g,0.142,85.391
6wCNdE3ugpu8gd6dxwkT7m,0.115,127.184
11VgxBuuNgaPpNZvRyCONl,0.384,86.922
60mItLdFl6xkYc1sAjlZlf,0.0299,79.863
15qYV5YfKF7yAtxQGd3b8z,0.0398,89.99
4lEFOQiVlXsC8nejwMDQpG,0.0429,98.075
3lwMGZ9M5Gq4usaZZLV4NK,0.428,180.026
2aLYk3LL6L692yv8LbDecM,0.0443,117.039
5cpwVDqjQInHS0oPRFUuQz,0.0583,179.924
11bD1JtSjlIgKgZG2134DZ,0.0276,104.016
2CkHE54EH44Qj945ynQRw7,0.0461,169.988
1j9pleLF8lbI4IzuRPpwtS,0.0498,119.988
0YQeuXoLAK7WM2E8sswDdS,0.0318,124.82
7xGGP3TRw7xeZQ2iYDphYr,0.0309,172.033
4nxgA1nvXvTkmsBY0vJV57,0.0343,112.988
1wap9wHVL6wzhmQOuyhwMH,0.0501,119.978
1Gu6GxGcH3D0abQDS2IOyF,0.0956,110.641
4QX5pZQpQTgVlkqfUTDim0,0.0306,97.173
7itHyuODr4R7Fdz454zn3F,0.0289,134.726
6WE7jSshLCuVKoCmobVKVf,0.0885,97.161
3F0kp2nBvoc0FlRGiJcoJH,0.0374,128.009
340k3JIT2OD06pNNpH38KW,0.0376,98.356
6g1smUp6ejPkCPZ1J3vkTf,0.0489,119.966
2KwLxRh77JEdLqh32PUKXu,0.0652,122.523
5nbq3jYzsuv3JhlPxBNVHp,0.0371,119.105
7fzkwV4lfFdaImzLLRarA3,0.0363,134.754
5NmJR5nZeyZkf4X1TiUV2j,0.0443,126.037
0svNMO92Z4kndFhbKYzArk,0.0425,118.981
01oEJevCPJi7kNekR0nG7h,0.0613,84.396
6aE6m5NGfzSZtC5gmpo4d3,0.0281,97.867
7znZvX0Mt6NBmaI8VCPurT,0.0719,150.176
2qwn6whaZf7gax7SaqUZSC,0.133,90.022
5UgsZiYk1lkEobuPHmRtWm,0.0414,168.941
6wWxr5Vkx2HKcmN1R1tELK,0.0291,142.158
5ll2GO1L56LCmAskIXArWT,0.0357,134.489
6u3OatqyTB6gY8xbkSL50y,0.0294,111.031
35MeaEgKjiDG1A56erEPh0,0.04,109.539
2pONuBYwWrNm9jcJH6hmPc,0.201,155.973
0vMhWVMsjAnw9FcejVNjeT,0.0343,121.97
2UI9qShtz4xwB4BvzVAAiM,0.137,122.953
7CN0vEUkzLg4AYUL8AK38M,0.0294,111.055
7sLDnUauivS2vN6Z9EfUJT,0.327,121.307
6yGbXzjKMIulJgmZvcuV3t,0.0359,112.823
3N1p1YDidgHABxyKfG5P6z,0.0332,104.184
7b59ZUw0TkGZuE0HNeiuc4,0.153,121.946
298ViRO3NtjSHsbG7pCKwW,0.0321,126.901
5eAWMCaHxKXHh87UsuggdK,0.196,127.965
6wsMHvpBR2rYTCQy39Qqm2,0.0485,98.986
0MxMlEec7qW0gFASOlH48s,0.0528,124.028
37Ifa5Xaq13tyaevyZZa7M,0.0313,126.019
7esLFdmyCQMjiLxpnHSF09,0.0312,118.321
6WBKrgz7IO4q2IVnkFx4wj,0.0397,139.987
1uihSnDxZidO3IMM2hmUBW,0.177,130.065
1QpJi4MgfAyvJ1jcgFu8GE,0.27,74.977
5arSLsu32pb7Kr8oNPydH7,0.0401,102.921
7ALEBJ8LOQqXVJ2tqnXtoH,0.227,133.672
1fR961e0W4W2eeRdjfcrNn,0.117,167.993
1PiKcVhlmHPvL7IPjx9dJk,0.0718,74.109
5hzrBGIoRlsein6TvuahVd,0.397,166.455
3RLsv5q88UpClyiYLbC3Yr,0.166,169.92
6N5DRCQUSXT1qQqmqsO92B,0.0456,135.03
3JJU9BP2zRFdXpVA7r0gby,0.213,95.037
5JAI4e5tffcNH4V9ca8pDf,0.0579,103.086
65dQC6LxA19eKZt7UKcq6P,0.37,86.484
7isbPMomU1kbgaNKOFocGJ,0.0374,108.044
4CJYWuPrkelEaRUQIDJqFi,0.0622,124.009
6mxz6tKfJw2RvzdowwDELj,0.138,152.096
0OrGKoY0keT5YXy7iaG7Sq,0.0374,94.994
0N9WhEz6DiBDvBxa6uJCTY,0.0439,141.94
4v0OhhX6WG34gCJxJukgDV,0.0964,128.035
6RZ8i45jxuvih2qeNfoUdv,0.0267,72.502
3hp4ojt7tHLWwz6SaR7vkw,0.0312,107.889
7FwTn0LZZunjRl9Edp57sl,0.0629,138.196
2SSFvQBwsxeazzo7z5l9gD,0.0565,128.004
5Z4Y3i1QvoFxtzH00M0axA,0.0598,141.899
0G8eOTTegmNQwuKWUqxye9,0.0757,144.062
7N1CkL8AY8SbAi4Z28G8fW,0.0631,93.996
2fWSwWmKRuyioqIzOzuQGo,0.218,143.991
4OffOnGNgcOX68B0CP0THT,0.436,79.982
2fkPVFB4cip85rPhOVi0C0,0.0372,84.072
74HX1HcsR135apNYpHUUZj,0.12,79.183
4zMP6aieSmWQNFdp3O4Owv,0.0463,184.202
6MRuNaMaH65vGyek33fXMV,0.0764,91.561
5d1G2EevctGiuNYrDJPphT,0.0721,97.089
4zbok3tDaKsnL76CQ07L4L,0.054,111.613
33xS2eeablbXw44Hj4BJ0S,0.347,122.023
3Ud46FMLaWX3Xgg6BZFvMo,0.292,87.079
6dW75XbJ1WAMljOXWjTK46,0.0331,189.243
4qYMcUZzsIYRNi7LnVV90v,0.269,213.258
5KticKA5xheCxxf01jJ9Si,0.0456,153.907
7vlPI45Zzzk0palLdKry4k,0.384,78.015
1kBdsj9S4O3n1WJMNnuJRu,0.0444,124.045
0ZU0XSkAUFqHxiXDMU5FzB,0.113,87.042
4eLYVYZVbaBU0nYeuWbHdh,0.234,92.04
6ZLGthToczpvnL5Eoy6yrY,0.0242,100.618
5NmL2zxnlt9GiTB2TQbvFM,0.285,89.981
57VjUdfXzNsDVCaKJv2d7I,0.0541,91.337
15yTA6l566jUORXjXVeiT2,0.0386,101.19
608a1wIsSd5KzMEqm1O7w3,0.318,149.33
4REjaHRPmVb7btssqChJSy,0.0422,101.999
4MxZW1XEcPuIZmkANsJabC,0.366,202.058
2qVZpGu1v98tvUAutqyAfJ,0.0282,112.629
4CbZ7egFPLVVdgloG48RkP,0.0333,123.982
22seP38foydqUMp5Fvkcjm,0.0397,123.003
2vNY0WQo5xtwQPYnuPlwEB,0.0281,138.057
5EvtDpdAIloDbGxMsSDQ3i,0.0387,92.978
7gg7j1wcaOpX9qCdeUxvFj,0.266,91.027
4uZwCUcyuwBxvG4G2CsNq5,0.0443,129.959
6GIrIt2M39wEGwjCQjGChX,0.0635,149.934
7qdgz117gc5StS0u2ViinE,0.0274,97.435
69XHHSqv6aZp1js1NPC2A3,0.0411,89.3
0ruqgF5YjYjQPr0uwQsvYQ,0.0407,99.717
48q0vSHcJdhK3IiXH8C5WJ,0.0368,92.004
66TRwr5uJwPt15mfFkzhbi,0.0786,140.141
4XCQtUoRSh22Ep18ULmDnT,0.0668,172.028
7xC55ikafOvFHTPYMLLL4l,0.0366,100.013
1H4idkmruFoJBg1DvUv2tY,0.0318,124.966
5C9TyU4cgbNSKECD6ZCNep,0.0566,125.229
48G05LJtJRk2pbZpgRX9vP,0.0546,92.283
0bepN1aLm6jwU8vPQEuQF5,0.0973,127.992
2EsvHQlozUGpGa2WrMp1MB,0.0653,179.967
6kKNeAIYTocvm3GqObrHqK,0.278,131.093
64kx1uRSRs0M4qVlZ0RytB,0.0328,104.991
63627jM1CZpqf9XwTnICxt,0.0378,137.953
1MksGqIztTT6M9R1ErKVs8,0.411,57.967
0pKcq6guxdsiICZGZ20YCu,0.0988,115.011
0tiN4jaG6w3LErL1JPvimQ,0.0274,127.251
0B8QzDH7YWih85V5SEMnyJ,0.142,136.173
7LZgdL0MxiElfaKZbuuE4l,0.0291,115.144
6o2g1BJvtYQssH84kBYs7y,0.129,95.826
1fC13X9Ob5KI982tNtrOhG,0.0393,115
0xlQDIYaazRRMXXVlj5LLA,0.0276,81.091
2ZNQGFaakauUOdPBBLe7M4,0.0337,112.043
3XyMPyuWwHcGMvXeJY6Qt0,0.288,92.864
3ygsmYu58pN92EbxfJNudo,0.0364,123.989
1WpAfGJ0QiAoktEtzDdqbR,0.0499,145.048
6w40GgWhGts8g6779DPXR3,0.0597,87.457
6JUTn2qBWaQFylVZgwp2mH,0.0433,124.241
0Nq92tx5brQ2mg2ChMmMOf,0.0482,122.001
2fVawrx8PTWDTlD7XZqv9O,0.0496,127.965
0r7dXQYpadl4gYkfgR9ix4,0.0326,131.606
0J3fUMKfyeH6lQ6u7a2jnj,0.0283,90.036
7tUSJY4nsDBJTjd1UXKRsT,0.0482,61.551
4sxssJY6nbqDHnsgZPkRZW,0.0629,147.934
4quS3YagZWYbyScLnrFUDK,0.0345,86.7
5AEtlRudpgdT5FtNiuly6Y,0.0581,103.036
1UrLENybfddsIX312DWiFT,0.0529,160.025
3RP28uWsdXhqxJ3rguyRJb,0.0441,74.932
5FRIqUXfTazrtRmYEGO4G0,0.187,76.034
2bO8XZcJRHr8PhnKqxYuXD,0.0312,86.998
3UpmPsGSDCxTcdTWpaHis5,0.107,125.969
72ojun8ufF5Y0YzssmvVHL,0.0462,127.931
4BodkdQk2Ouo6BFbLqoWtG,0.0232,77.969
0XFPXg9isEsi381kLP8NSY,0.0369,171.507
064SVQsmWl5EF0zahmzkQk,0.0316,109.071
6PQ0WLZnT479J7Q1TGIb3n,0.0277,147.91
1XNPSTVe703kvQiIrsKG3E,0.0535,82.258
1yQ4hqghLDE3KL3I2xDiaZ,0.525,125.022
3qhIhyu9Sl8lyF43vNt9Dv,0.0287,149.937
6d8MHAb3LSuAz42yyDM4q1,0.167,79.995
22HHKW1Z3NhxUFV0tOV6Iv,0.0307,84.97
4hFV8xf1MD6Tmg2g0XltTY,0.0903,156.068
024BfR0Euyhn2ZfLyPwFtx,0.03,150.414
31SJq6bWHSVUYWTXXcnFju,0.0482,159.985
0a5IY60a8Ejwjdi1RIqpbh,0.031,139.899
0t3IA88SWvS4W7zAfxgKA4,0.183,154.979
0oIsNC7YcF48ozlsBacKRY,0.0381,164.988
2AyFYSaJjz9XMc0kMr1R3a,0.366,106.835
30OHypsTSIxl3NoxakZtbx,0.0428,120.022
0D9JxmmiRFkJrsJ93LwSqK,0.0288,116.986
1OwHOfTeJkdRhdqq93y2XV,0.0332,152.012
0wRaAh1Km76Blq4qMJjjvN,0.0443,141.941
0lGK5vf8KwBuE8KLbiKl0N,0.0461,155.041
07YFRv1Rj2iTtA7NY3CTcY,0.0319,90.998
6JG0qhINKVwiHxqN85j7RG,0.268,81.004
289hx4t6fH2BBe8p6cnXo1,0.048,154.056
7myOvrlSOO7VIyd7JQnSU0,0.0567,131.955
2HyjslXPfwBapec3F6FppD,0.137,75.04
5TY69WrjPZ6qtIVdycs2eO,0.127,132.979
5gYZ8Ohao2cdfu5dboMiFX,0.28,89.981
6Z01gUquJsjJC67uNWm6P0,0.235,143.015
5uPQuFKvEi46Rk7yEfk8lw,0.0759,127.961
60PVb4iJSbOfv1wAw5KbFr,0.0339,71.953
7tyysVavdg942F78GHvGue,0.347,86.987
4bw9zVI6u3W7ppL263JuZ5,0.0876,153.93
5vVCDnjylIPvniSwWd1t1F,0.0438,131.774
2edV20HIrV4nhEFsVYkpok,0.0425,97.955
4M4xrAyXs4f7IW9IgIldJz,0.0726,104.204
5tc5fqSM2rwgcwGcJUx8U1,0.104,136.025
54ZYZamhvPMDMngC7RqHAE,0.0617,164.873
17E5q9Z36GduiEupp9rBoP,0.0508,145.321
1smcSwXObpmxcjCulmjMgy,0.321,87.353
0ElpjZyX8YBiXuYcDC1Ci9,0.0726,89.938
5nzvgcE7FuekoQTR6WRs18,0.0306,130.353
0QjhfF1zVLwiJxCoXwu6pC,0.0426,125.002
34Uv9CGMn2tMbjFVy2NFT3,0.401,172.057
1f1v3XiqVTcUXmOGmftozQ,0.04,146.017
0WFaQNCdmyONO7GIWL8mDZ,0.0492,139.623
3cSuhzV7wKX5diQ8hos78P,0.279,156.141
2b29qJRy4asbQNFjPO96XC,0.0313,123.208
3NjX9JFVhxrf1s8aPnQKdO,0.386,185.667
5BqW7B2eS98AlUAwW7EFLp,0.0349,108.845
4oy5Q9wzbg43LhlubipZIZ,0.0539,111.03
1k29zSC5RfaFYK5bTpK5O3,0.329,177.914
5ynWvN3bQymHVThxutO4hG,0.0529,135.013
303tRvFst62yrKtn0LHNtH,0.0343,79.972
5jeBmetGFrmrjM8KoihUHW,0.118,114.062
70RPjUR5l0jmBQndfNXP0z,0.0248,99.729
10Xt9nkxQZNsPDtg30xpvR,0.0525,133.99
5AYfdEwO5WjrWRyVeG4D1o,0.0388,87.039
7jSxbGawkpGL6ySOvVHoaf,0.113,147.866
3jOBL79jV8RAEBQMSBzBvV,0.0653,140.511
7iCeaYJSEdGWeFNTAEqUzJ,0.0362,99.968
0NAOAuBmmDOxy8Uk02D2so,0.0517,120.313
4DQGe7jsrMj08vY5v56LJm,0.249,95.997
2VvfTbJWcguP88dvnpH7hl,0.0711,177.328
3tWqCtjZOwSWYJCVrRdAP0,0.0313,82.913
43z6scIZU2QcEieMQFAJRG,0.0319,120.176
0EozOwQgM3kRX1l17ugOX4,0.162,79.994
3wUX7HpXS382s1DHTRouVk,0.0637,92.601
0AkZjWYCMJ8wWiNex7LmkY,0.0265,145.859
744hdHz3CORMz3FcU230C4,0.0353,81.346
0qRR9d89hIS0MHRkQ0ejxX,0.176,169.519
2Mw8xQJpIDAgrktDXEqxCs,0.357,77.751
3IJLF4AJFL6hBlCbdwL8UQ,0.0275,94.948
5rt3Rwi6PFybMA7l3DLtmQ,0.0269,113.175
5qHAeYX4zE8jARfqlK5Oe0,0.476,135.016
1YsD73UZWJ76gnH1419Rmn,0.0307,119.967
0QE568AHycrPl2oZiTzudE,0.289,77.902
0FrT8a39eo6siL1yIxVGTP,0.048,89.64
74kniUex3nMuYB60moE59k,0.157,149.631
2PpruBYCo4H7WOBJ7Q2EwM,0.0664,79.526
7GlRo5A1UdV7pEFzd4O4OG,0.162,175.938
4VarGm0Onf9YzCRuX76ifk,0.0395,100.916
7cFWIFcmVcYaWPfMC0cyC0,0.0301,89.162
40bm28QcJT5My540ymSQ2y,0.234,177.008
47ojH5LeQhl1ZltSAHBEFF,0.0675,115.048
0AorJTBe0TdKWriob0V8lH,0.0497,134.868
6x44NmhdsmgRzG07kzqOO6,0.275,129.517
6Z5k18VPZu4b1IaIQmbecn,0.0537,115.13
4821hbTbQHOdpX3k4EMu6N,0.0316,169.518
1aUO38r5tnMbnd6PGMfWxs,0.393,85.003
6PeXpPSKtHIu3NFCdya3be,0.293,132.096
4HhnN1Uzp5XstDdfuwQ7Ek,0.153,131.905
4Rqbt84LV9rw91ANGbehJv,0.315,131.969
4IiKRgoiLYJHbvD2PuLbE3,0.0333,100.006
51tlhldI8DI52dSkwveAeI,0.0813,148.49
38i0QcGQ9hu8PMk4QObUTj,0.0655,188.643
6RaLExL28RxCmQNUnDvUFT,0.0382,121.023
1DH63fhdKfWrG4AV0Gz0SV,0.0371,137.888
5fFNEgxvMGXuZSgKFHhYVX,0.239,100.036
0zo4T5c5VV42554ySEc5J6,0.0529,123.144
4RSYgNxty83tnXcexSdgVA,0.06,130.259
1EUydiosQA0u2Il088Ce00,0.0477,83.542
4Ai0ANRDYwx6mCD4Uty1WS,0.0391,110.008
67fNcOYgQ0jnEqcn7U4Mzo,0.0293,87.991
53X1w4MPCIicXDQV4EH6sB,0.0528,135.071
2MtybE4np9hXIRNFBi9K4q,0.0349,154.032
0bGYfg8HqXoRrSAKc7TYR4,0.0427,84.09
4r5yle9whdWDsA6ApFGaZj,0.0289,135.822
77mh9ekRRedxpn25cf4p6q,0.0478,94.004
1GNssEfSNI7KJAzyZTyV36,0.213,82.058
5d8to97XIxa3O88B6uL4Xg,0.0456,129.925
3xIbQr0s0gdR1WBWHzYQg5,0.0388,81.093
5PCJldueshnwqQVjS16543,0.0459,100.005
4wTChU0tU44TAMC0xcQizi,0.0318,89.993
6lbFEBQz8jYuwsDY1LYEuD,0.386,200.404
3BGNdJigkDQsuz5zJuz1SD,0.0324,71.633
1tioqqC9KYw8CwjLNhBaPJ,0.0465,139.93
7pHe4yi7RQROwAh3ArPLOv,0.0525,125.004
3PfBUAunz826hdvH225T0K,0.0375,130.038
7uHO4AmKtyGa5v5fsElGoC,0.0387,128.207
3nCqvNZj68zVlT3Dy7fJ3b,0.0636,174.114
02YdadbtCsLQNmJIxZETv8,0.0435,108.602
5qEU9O1UPi4EPCxYwfrgBl,0.344,77.115
5o2UsVpnpQcDDRcuEPzGIm,0.075,146.394
4gqmi9agXnXX9tfnkaeyop,0.0315,102.034
4QsPTKvdpgkA7mBAvclZTa,0.12,173.941
7sRQYhc0e5qTtWlDjcPojq,0.0371,84.863
2jPLyQJHRJnFu3Dst8bduw,0.033,140.032
2XoBGBqBeyq5qxEhCfA8Ed,0.0596,123.999
7rlCeTnjn0plPZkVAcctPZ,0.0964,126.001
2cnusuAJ7gNmvfd1nphdu5,0.0776,140.131
1yh9f9uET5IvqfI1PWBQZG,0.0303,169.966
5Sw4NiI7SniktcUwPweTvs,0.0606,107.985
01D87p503wfqPqsYbjYwjb,0.0434,130.702
2dcQRhycqhrOScZkyNpvBc,0.0373,126.061
6ulet7v2KicrXN6RIEXjeQ,0.0374,79.971
1Sep0MYrDp4p4Io7Ha4fiJ,0.0385,100.785
663AsNVDAv5qjD1pTpbaDV,0.0509,95.181
3uZIfWx5ridUBQevmgHDUt,0.295,122.008
5264rU21ndum3CYYaSGUUm,0.325,92.037
0NXPhjI07GdAm4mF5CSuzA,0.151,135.05
1XOssA8dH3vNMAfWbdrWlg,0.188,94.046
0dwQCGBHxrMQ9iytbumWIR,0.0705,104.525
3XNhUO3VysNZUGq3Z16SWZ,0.0352,125.793
5m578MgxuEC956dulprCe8,0.0411,131.01
0Vvd870iXRgOsgLg53bEVk,0.0561,161.997
4KpbopdresVvdhe0qUTmj6,0.0533,92.531
7qfur8OfEOABgenV3Wf0JK,0.263,148.442
1WYHvGn6fQZRAmbD5TG51j,0.0283,139.725
2p2VPbDlG1JBkHNwfaV5DB,0.0451,114.217
4pwv5OLEGroP3jrMUxsYcH,0.0328,139.114
2x0supcZhd6NEH1nem9DnR,0.0327,127.671
0MMpYqSQ6NcpbKA5i5Km20,0.0615,108.184
5mFYtqhN4T2D9IPSaZnVDw,0.0609,119.991
0PSua4XZEYNVz7td1141kY,0.0318,143.143
7EUagoY178SBHCJVDonZam,0.074,170.131
00cP5rqzL6ZrwMaqTEeGIN,0.17,111.992
49DX6QVRhUM0a9Rw21qCpG,0.0332,127.032
73e2wvwcJzUUccXc687oRI,0.0307,151.981
7C9rpEBg8WwCBtsEoh9BDb,0.0628,89.313
2mHzmh7saA4O2ZbHFxFp27,0.0649,79.491
4fixebDZAVToLbUCuEloa2,0.0622,139
3dDGmTHmzYpfZivVzd7W0d,0.0354,80.596
1ArAjl7hyquZoN7y2szoM9,0.0356,105.728
6PS9AdyOKTPwlDPfLzJ7Ow,0.0513,81.235
5tam15sgdLxoxcwuSeyvim,0.0561,104.954
7hOT8pFf1nuYDdKXNoJLhq,0.158,105.021
3Os7V9j2MslKdH0yP4kufv,0.0472,143.15
6Ie9yuocD61v7hrh02moc6,0.0594,105.182
3QiAnwWAjnDIRLPrpr0RnA,0.034,115.896
1e506jdjy7Tb1HkkOH4pg4,0.0413,169.768
1syFMBjjRvL3uReOM8yWEb,0.0241,77.982
35kA0dd7EPT1v3XkrVuxRV,0.027,129.924
0Q2y7Amx3vHz5Jqa7TFEYE,0.0692,114.058
2qpcpgy4FKV8nbqtrMmMng,0.0327,140.131
1Ny4Sr987Cs8vbhPMyXnUp,0.167,155.054
2x1vvXydeMN8IXynSp3PbT,0.107,99.726
78A2FZKzGtkaIIlov5te9S,0.0803,160.153
10VBBaul4zVD0reteuIHM2,0.413,94.378
0fHZirprNSLEc1OLs1OiwL,0.0281,119.99
2qp3HWzouEEhpbAJ1TUT1I,0.0276,115.308
1Y0iARJI6JCrb9PMODzUA8,0.181,163.787
6KM4tiEjwkzDNMHyDQcuO1,0.202,156.031
7fujLGyPh3b45OwjFhlQ8Q,0.112,162.267
6HELXkqveBqJTEqY1yHR5Z,0.033,121.424
7wtM0qCycnX7AUB2GrF4bJ,0.331,90.285
0aqRkWPAL9BGCvvdSiXaE9,0.0444,172.564
1dFkD1JfRMzwO6hwUsE8aS,0.034,129.99
0na8x6EOqjHsGABdB90TIC,0.328,58.875
6F7AHcIWj4w9HMxi3evuMz,0.547,80.077
3mxMrdo3fJjDbb64nagoXR,0.0531,129.96
7pFkpMg7txddkwPQSc7m0A,0.043,111.8
0ozULj0cxaDfr9UqjoQHi2,0.246,180.136
5NqQXBoJUEBVJUV57wiqim,0.237,94.961
7hn8Q8WAxFdL4aZ159GI7C,0.0307,138.856
1ejaOpTsHu81uwPFGyzIDV,0.0266,116.157
0akbrmvj1tzHE4TBozH04f,0.0337,125.017
2JXnsuFhfVgLHPL1mp3xdW,0.0482,76.802
7xf3S6Bv8hDqOtevZou602,0.0558,121.699
2uJcLlydqLdGiiABFa4KfN,0.037,156.036
7yO48FWUkqsrdxrwkGcnwl,0.0414,129.884
2ZdCrBA52bb4pIG3tOOZiQ,0.172,155.055
0pKYgAz9nN01Qgim11CYNl,0.0421,100.113
0n9iqBDje39F71sJxCzKLl,0.0356,128.025
59gSh5ihFRsCyB4gpwDjcC,0.0276,99.198
46W2wkCzFerbeQbNz3EIaa,0.0511,160.16
5ujh1I7NZH5agbwf7Hp8Hc,0.404,74.132
1wo3UYTeizJHkwYIuLuBPF,0.0404,150.338
7tUEDtHchueeUJTfEFEhii,0.0658,94.002
1WQFOwtI6EfsvRz7wcDbQm,0.0317,164.929
2HIK7ZGx4PvFD89vd9wxxq,0.0396,91.852
4rUuanKJphrXkijshlCoUC,0.254,174.25
6ppRRXSsUN02pLe57bYX0K,0.211,87.995
3Of77FYMTeIucSWOnOvAkH,0.124,90.013
4s0o8TJHfX9LLHa0umnOzT,0.0946,93.961
5GNbIsABDxD0wfDSpXwKZO,0.137,91.979
1pXvZZ7Ubwt4rpDt3JEHdY,0.512,92.983
2J0gSjejsefbV0TT8x8HxT,0.0332,127.624
0FmCLEHfINGqwlyzvklNqy,0.181,153.067
1CW1CIucafZQqlqMHvCAZa,0.0263,74.958
4yRuPrh3Zf5NFJjbC6NvKp,0.0264,122.05
2YYvZyVDx0GxkoAYyHyV24,0.212,94.939
2Qmz4TfoJuX531lqm7Hxd7,0.0997,166.062
19HrCVM94TT07X70j9ajQ8,0.037,134.934
6TiUowwluPjwIusdZthgYv,0.129,78.937
56BNLFLPUL9NtIoxuC6dCQ,0.0737,74.47
6znLOrLP7DG7smoZfwrs8t,0.0465,122.34
3kguMbJma0qhOLniGsFlKq,0.0447,188.267
08wURIBZsaN1sCIDewNdrX,0.208,178.529
074M4HBIAHQAr3tTGzmdrI,0.435,150.09
5tVA6TkbaAH9QMITTQRrNv,0.0253,84.383
1z2U4qNsw0JDou1jnxYdYH,0.0657,103.051
4XaJQbFbLyJetrqP9IbPzM,0.0306,129.358
1u4a35YNVpobnE8Rpk5cMa,0.0328,100.011
0ghVICqc1IDXcaoY8AHUns,0.0415,143.98
1uCqIhOePc6hDMG2ijk8sp,0.0443,116.44
0zdjVFe5tqhgJVXLkvA8FX,0.0448,148.391
3jQQu0445b34H2bjezhfXi,0.0383,123.77
7IhsLJMqdxoo7YAZjaSMru,0.259,135.021
06rLuBvfNp3EbZSHovnCmw,0.025,108.571
5OiaAaIMYlCZONyDBxqk4G,0.0363,95.345
49kjlZP49LMD1MrrcvXDET,0.0275,173.947
0robuHWJILIy4vcnQL0v8C,0.0358,84.205
3Ib70ZKLzvf0HwlqUU1xfr,0.0261,104.8
4iXOdnIBM90SxELqJry6AX,0.0706,173.052
5V1QsNSEDF7YmNBhSKhE75,0.264,85.814
34qJrJsnv4fQzMb6uzuP1A,0.124,139.975
0XLOf9LhyazPX9Ld8jPiUq,0.0574,123.038
5VbBBiLl5Y9NGikFrSTdO6,0.104,96.034
2M5w2UiM2Js5EaqWL29N5B,0.0424,129.002
0yegUfm5PJuspjElvwHFt8,0.0449,112.918
3KEBA72D5X44a4FodWX5To,0.0401,176.12
6ZWn1MVUaBH2HNQobhMYeE,0.0687,94.263
6S0ivCrjB5bwJ4oEMoSsM0,0.1,154.876
1QEhJDZuVfhsTMVBP5Ws45,0.0573,124.088
1YC5tfLezLNw01BWqRqqpn,0.177,146.917
4EhxgvkDib5FMWhKhsFK7a,0.195,80.195
5WhNe8bgleipQgKeunAxj6,0.0652,123.729
4onY9xh40OE5wIecwjUinG,0.0396,173.952
1eqmErQiuwO9Bup1S0Jnav,0.0622,98.162
5HOoS4ie5clRy4Dcbb4X89,0.0735,83.986
71XLldkh2fUJb1UjKinvPh,0.0317,193.55
0pz6g8H4xbTgXSiE5Yqa7W,0.109,96.997
2LpirOWiA4eslLRuPpQT7V,0.0377,129.449
2MdS9zhalwAJURsVaaNm2J,0.036,122.941
13HEIb4DeOsMN8x8SxhzN8,0.295,127.029
24M81fKyhTWBuYzczQMkOp,0.0363,90.338
6LLx4ryHkTWxwX9SRBWCOd,0.349,119.572
39YhZrpPDbRM2qx9vfvUpn,0.0712,116.044
1g2kBvvSG4Yj69YeO33tip,0.0353,120.013
2YmvotXFcawQhxcPeHmKYV,0.0339,99.988
7uR2g41tjsyemxt8nBx1GS,0.0283,121.316
3SKzTIl9mW0DadTys9SFo3,0.0332,119.898
5lpcCO7bpZos00QpmAlkUG,0.0889,87.019
5fCMclssrZlNL2T2GawTph,0.251,74.5
4pqCpqzW36RZtuURKlaOaf,0.0471,172.026
1V2D3l085S3fQsVR7aYgQx,0.0298,73.007
44jJCNW8frQLEWpYuAQz47,0.0334,140.084
0Fd8srUymlpfZgRltwQCNc,0.0419,95.002
4DdF1l0DzBQy8YL2UVhPrU,0.0389,137.077
0nm73kSN7QXM7zU9rlolex,0.0337,92.444
7G6iUJ2Qs1TPN50v5bxZfh,0.0355,169.884
0aUr2d4Ec9QQ4yVqU571ba,0.243,151.531
5bNrUcuk5gjy6Ko2dbfWhZ,0.0379,141.927
2webQDZmtGioeu3zUUi9We,0.0619,91.06
3otA9Kzehrz80wPnOSJACU,0.0293,122.162
6yjgV4alN5E6V9H7DMMzTQ,0.408,142.958
13VRMFLnBzAl6XdvF0VdhM,0.379,116.634
7FB5GWffHejisEp6HZ9Bwr,0.216,72.073
2fUazQuDcmHbKYfPoXWpZU,0.0518,133.714
2HHiH52OPxe8qyVO7N4uH7,0.0375,143.003
49zeNqC8dkKofXLqG9kFTr,0.0328,118.76
3FPdtZzT7zQP5fpXHJlVQo,0.0458,122.988
5w6amHqMxl0yFEkhsZt0Tk,0.111,104.988
5EnYT6F7wEcdege6mDHEfO,0.0606,107.371
2zAJrbpiHulxyPBbULR1h1,0.0346,78.412
2iJcF1QurT7SE4CmMDWxLt,0.0251,87.997
7JCsYwXLVBz1rdqDwMxKed,0.0416,108.639
23sGBdr5biGqhWIWxw9OOZ,0.0955,184.103
4jmemE2eJDUcW5YUiAK922,0.0369,169.982
