,speechiness,tempo
0fE5kL2rRlaSQ86OvZG1NX,0.0377,115.005
7losVq1SITExKIMVmOFEwz,0.0348,134.865
36fRbuu9QkKVDR1j7jTI2U,0.291,101.015
6JzICCKjjIzQ5M2YqzLhWF,0.0349,129.415
4bHbFiX0JA7rrHVZd423BB,0.0316,69.166
1GE8KFDE2LrWvH84CrQZT5,0.0361,129.453
4a7W6GaMSkRhDJxjJGdjDb,0.0319,125.676
3eFepXGITXNDXXHUNqouxi,0.0295,105.111
3xhXKRGahWzcXF8rD5gUvd,0.166,136.422
3fT7IrjaRyMJUz9gR4bBfE,0.0704,179.99
7AxuxTWtq6kVj1Jnnk0n8N,0.0577,128.151
37bSWCkHY3UrQOIH1ku7o2,0.0423,89.976
4noLzwgD4GzlbLRbSCElVq,0.0369,120.748
4cg9TtAdxmtx85g0sJO1X8,0.0384,136.352
2lmKQwpiWVDYoBvc0SEMhe,0.0267,142.027
2IuWB214OCchhPrBK8OtIR,0.359,185.931
1vbe9sh7U9vdMceAhitWr2,0.0353,143.319
4peHmvHrnqSPBCg4oGV74a,0.0376,120.085
0PBjMTFi4ToRZJLH8fnGMK,0.077,143.798
2cXAcTREB3AILKbpNji7EN,0.188,77.02
6E1dxU9KL2FYgjv8hM54Dx,0.0856,110.07
3nHbQNMuGuEtIVhPGVfFbF,0.0975,100.762
75O14wQpPjQtkI2MmOgKdk,0.0419,120.009
1jRzdY7oUBOhrylNtiMtBD,0.32,98.054
51qSifhlDk7mUHHDOV8BoI,0.0291,129.993
5nNVUJaPFtJEni4RK5ZS3U,0.0419,109.011
27mT3JdR3sRJyiMBFHdhB4,0.0328,129.127
278QPVIMqg8Ioj9mYiy47U,0.0404,115.976
2LvpVkv0z8oFMcc048FfJd,0.318,117.54
1mCsF9Tw4AkIZOjvZbZZdT,0.0607,110.077
7m2Vg1p0d0tksAnj6B4Qfd,0.0311,98.387
3agqBidsb0aV8KYnseo0i4,0.0359,177.978
1h8zae131f15DR3nGq1G28,0.0414,157.024
3ngqjDFBKkoXBRpNB8qvHb,0.0304,90.997
2mq5MarZFRCm4kaITmjmNU,0.125,126.163
4HqRhdpxH9zFUkf1kzbr3H,0.0284,109.254
3pbOzSaFUF9BUfE8exEXKg,0.0345,112.001
5ZF3889W92eTBOROe0lPNN,0.0718,91.998
5jnChbOA5pib9C99N9deMb,0.0294,147.266
7vL54Ke5fNvWGD5BicNSMG,0.0458,202.622
5sdTTy6GnSHRJfWI2ZvAGe,0.0281,86.203
2fG23IIy7rYN8eMNbAHcS2,0.0297,147.997
6NRbf3JfdWOR6H4H2A3Sfc,0.0782,139.983
0Zlqe9qOaYcOtmr5l9pnpn,0.0399,138.891
4NH6M9tsx1dXL58zZTmTYE,0.0274,66.01
1vFI6x2cWhwv2MLalVgIcM,0.0316,127.977
43y9QUCHE4zH2ro8iYoYaS,0.0407,123.988
3cdcT7I1xnQqQ84zMCtrKU,0.294,110.036
0fsEFHhPQ2mwnAk5Mdteg8,0.0434,176.184
4s9JGX0flu9KcxZziV3I0C,0.0281,121.207
7ndyphXjAKp9BHLloRL7WU,0.0425,76.55
5fsT9U41OCFlaKA5XTCHtz,0.0374,78.95
2JdhRRTl3ee6pQQupVQqyb,0.0279,152.008
3lMBtTGDs2y8kLNAKeVnkX,0.0627,126.014
5FvlQZTm4eOGeUiAB1bKc9,0.319,105.756
4J7lUTYSQ6pLLsPXDQwe6w,0.0359,131.764
08a6PhXyXeN3lv1DCKW9qY,0.0271,128.083
19DOPRc6bW9OFtFHKA9dEE,0.0484,110.179
4jY8Ey5uVOMKoKjq9u7X7O,0.147,92.05
4QHHtkSzC4ObqjW7mv8abF,0.0277,109.974
5PuLygJruA4KfhDVuKSZYS,0.0646,127.963
6mCqPyXwvLwONuyJNYpCz5,0.131,199.887
1Eimxefxfotpc7wiHkzGsX,0.0397,85.484
5criuUMt1jhItDpMf2JcXA,0.042,119.995
6XjTvNDYStGdEHzVvBgYIV,0.0439,128.291
4u2KDCwcj8WGcFXDhy1aKL,0.0264,86.989
2Rddbad3XaTds95LY8iidH,0.0612,81.04
69C96XLxbkGtlAwhOaz2kq,0.351,140.053
0rTkE0FmT4zT2xL6GXwosU,0.0945,70.702
6gKVGjL7XFH3PtL0Ss3v0f,0.128,97.113
0LtjwU2EovRkliv45kJutk,0.0328,111.016
5JxHMnnnZi5FBdNZMVvf18,0.0335,151.104
3ssX20QT5c3nA9wk78V1LQ,0.221,87.279
7qH9Z4dJEN0l9bidizW7fq,0.0308,117.053
6KI1ZpZWYAJLvmVhCJz65G,0.0898,186.249
6WSFMa721PvfnspCRsGOMh,0.0346,149.398
4SE4yewyGpOYfxfx59Yjc5,0.202,85.918
5cIJCAFKkL68z9qWaJPBmp,0.198,152.05
5m1iTNpfz2c1E1HnrAn7Jj,0.0368,130
56du2aCIzpCG7sI5geIvCC,0.372,80.917
1XqroBEDkZcqaL6dngD8SB,0.271,92.883
3gGs50PgDIViNV5iHZ1Aed,0.0839,86.047
5ilmIUwY2GXuB6jcouICCX,0.201,155.933
70QCJwpiTcvN8t7scWHjZh,0.285,112.228
7Cc1hkGaxnDKUCt5lu1J3W,0.3,140.072
6dVZCbi9CYtD9LjAHXRjIG,0.387,150.01
54QsQ3wVu3BevTQm7udOmF,0.102,92.547
3OhQfgzWYxOZ3tOOYpPvqP,0.0387,97.01
5Aioyy2Ar0cvuCy9wtsfiO,0.0969,154.958
6kigTMUuYG2TXhCFNZxeDb,0.0431,119.916
40gk32E7YaTFoQwDIWv2SY,0.0367,152.092
5aE1avbYslN2jelBxbVw6G,0.0462,125.017
61S0mEfdRtJ62Fc7fPqx0U,0.0386,79.206
7JYsArznYOjX2jsrT3UEnL,0.447,166.072
66s45uMhk7Y4z0xUgESdm3,0.0347,80.985
7H4AhGitjSmRZxKMaeH9wX,0.0268,79.983
49BWLtQKtyz1kYhe148mWj,0.0491,117.343
1ND9sX1gObywQxC0YA0yOj,0,0
7Gn7dLXaBY9r4IzTXpyGXv,0.0286,149.559
2NyrXRn4tancYPW6JwtTl2,0.303,99.061
4sbHGlsIw5ST7u9s7hLxME,0.143,148.033
6y6a7dT81LLvGAP0k0endw,0.185,80.993
7rdjfrTBMNt3KaaGvSv3YG,0.0324,126.002
1z0DXbixgwEiXUZUCKVYsP,0.0302,79.807
4ZrNJOO5p7kt3dGhD7jBwh,0.0291,118.002
2z1SaJJSPpLDQJphaESqKC,0.0434,113.149
5V5GpAKuuep9cH2uy9s4CN,0.128,150.103
1gfwgzjAxaBApDZWKCie6H,0.0301,112.286
4n9dNmFWPfr6VNJVO9fLWw,0.0579,130.115
0fJFBbpUxTwjhh1ScBQjeX,0.0368,132.967
0Z0iYAtKYswMYXL3kJtdO4,0.0656,176.1
0eysVOOzWME8UsVCIkodme,0.0566,77.48
1aJyuLBSzjnv8nByAybneD,0.0378,172.063
17Dka7839XtUEHWiX6nwDB,0.0443,134.898
5epWP5XLsOIZ6TUxJGuIMf,0.0329,105.365
6yrzVz6WjF4Whhj1dxIdAk,0.0546,143.663
0BGAynw6Ic9QhFwMihARQl,0.0316,116.351
47zSqlyq2BOnpUjkm1qv4C,0.0834,82.564
68EMU2RD1ECNeOeJ5qAXCV,0.134,100.017
5G00tjRDIGAqJJom3zdX7Q,0.0277,101.026
1OubIZ0ARYCUq5kceYUQiO,0.0455,57.75
0A2mGm9RFmWth7VUGRIQJ1,0.0324,115.875
76Ne52p9Lqihl9cWOXdq3U,0.318,87.072
4g5dxNxjmQjMwwyKmxIseI,0.277,90.013
445RiHaa2b4yYIPx3liM1X,0.0641,141.049
24Wths24SnbJxyRBa2MFlZ,0.031,119.98
1rVwXMW79ZuMIYyd3AsuPH,0.0652,133.147
4g1NJF1fI4n72JNooLiN4G,0.181,161.61
0MIL2kHQfHF5GB7YDDnfje,0.0347,76.008
0k6ItoyE50QuW50nGYLO2v,0.0412,150.019
61QevBKprUQyIAFPbv2L9h,0.0356,79.043
3KhSh5mImnRARr3GC2eaui,0.0439,125.103
4zGnwNxUUOqYKU9BcGqwmd,0.0783,80.984
35ihWLSURZaIbJA1iLJgAP,0.0349,80.092
53e92lm5ZHU0aeLmTzbMcu,0.324,148.093
3yHJs5NmQk2ROAWCfjniXV,0.057,96.037
06Kjjp7QsrsM0cHlCepBwV,0.109,106.649
7C5Jk5c6Y1LWbXCcPS6ATS,0.0609,120.036
69j0KoPJuwpnbGWrfn7Yll,0.0241,97.945
5MkOctZG8LI9uHzpY7ncWj,0.025,96.03
11E1Xpu94v5e5qGJO6no64,0.0421,72.978
6ia0mTRwKmA5aFm3yLahv0,0.248,112.021
3A2OHirUAlQp2x73BJlEDA,0.165,180.068
7AEPYcUqdNd2rVpIyQF3KG,0.218,102.044
2hcyCCIcnqkZUN85MwXvaY,0.0558,71.689
03ZwNF6FTvazNuOXNQf8k8,0.0524,140.452
7wA4XiTQOWByeF6DGWoxkt,0.0346,78.019
4VbuSfXCoGoyBjEVU1MMLW,0.331,127.996
75UZG5jqv0POvR6gGfGDgb,0.166,141.992
17lu4tymfnhmcIDlzBbtAb,0.102,134.021
5MoYcbJbvZBgL82kYGY9yh,0.0594,128.006
0KcqdKaqEOU41IX0WatVFN,0.0778,97.51
1ZlwVYK7Qufssn2Ca70u8S,0.0826,107.515
2rOFLdps5lAcPnCOv4VctM,0.0283,140.075
0YJ2AqGk53W2OKBNc8o8Ee,0.0717,133.952
6IeK3Ap5m3HabwJxgI6eSE,0.0599,112.874
44aN5xKL3kGHvQ5bXVk6B8,0.046,119.955
6Gi3JimL6FXu2lkyTAIRxE,0.0315,144.02
1gzXHWAGYKbaHubERNp0Ox,0.0305,83.964
6LDmNRL04GXu2yWxkSpu2o,0.0335,143.843
5XRA247bvOFoCBR15hgQFZ,0.0538,75.008
6An1g0uI2RJNHkqy7vCckx,0.0621,104.851
61AXzGgiu768lqCXHBHlt8,0.0468,125.02
2MYl0er3UZ1RlKwRb5LODh,0.24,157.74
0vkacvHcfH88PTwqphrsh4,0.104,136.032
5LAlH9f6VhgnZkFSZCkFjD,0.192,95.899
254bXAqt3zP6P50BdQvEsq,0.0303,114.965
1VHd8tiOmRZyIXlzfa2LLV,0.0274,148.098
2GgIDaPLsowybB3WgxLWUj,0.0291,152.089
32CGckMg3gBKGoUVwBARJA,0.227,173.912
3siO2LQXva9pw9r45RJgVu,0.0545,102.715
0RBSn7U1SzAa7g0PA059Su,0.0385,133.985
1ivHxaGL5ld9VS1zsYc4YN,0.0389,82.508
4i2HYTGM7yHty0qVhD3lqD,0.137,145.182
6Vv9wMxIc6OKRluQefy441,0.198,167.963
5leyWMqJqUXT7wc70koshC,0.089,155.056
3nXwjw48K1e0WHBIpnzTEg,0.186,95.009
3AXDLGI5TIYi72JcYFvNpv,0.103,131.75
6DtIMAd81o1bLoSRt6mBSI,0.145,124.922
6h4lC9aNr6NuQzZkbw5Lqm,0.331,193.964
7M7e3u2MjbOVTkQMW6XqL6,0.0335,86.093
0P1oO2gREMYUCoOkzYAyFu,0.217,73.259
5jx8tCxiO0uIbo2uNia23K,0.0396,123.942
0ZclGXvmfkTFtx39DAFIT9,0.0512,160.036
7wjbSn8QHsxqKXU5M0jXGM,0.0345,137.115
6T2vocVm6BFUo4OipxEEmb,0.106,125.999
3RkQ3UwOyPqpIiIvGVewuU,0.0676,177.515
36xZr5VTIBoFSblxHEE4TJ,0.0558,131.625
3jCMCoVgP3TRiwb6fTIPGy,0.0291,139.804
5ZG3rfELLkBKBlimrLFPCf,0.215,144.042
5kZD0TTSYAgRzciBtKCmgT,0.0339,145.42
3hfqqSWS52Vucr4S0mLqUN,0.0649,159.833
28QldsVp9RUVLvxfYrGYCL,0.0517,75.515
3t0AO3JYRmyePjWs8y5qBQ,0.0443,113.959
3tLyNOtAGnYvWk1NsyiIhQ,0.0343,125.198
2EZBGmieaNOebKm0IL0ti4,0.0419,76.357
1Tt4sE4pXi57mTD1GCzsqm,0.244,110.898
5rxlIz8JZYGSySU2FRJztR,0.0307,109.958
0FtV0YbnnjD7PXpLHFHPhn,0.0726,94.98
2YGpRCRvmTNAIUnmBb96fD,0.0323,154.774
2aViS10Ts2T2kAo7G3fh7D,0.033,77.507
33I3oS8UkebR3KRvqxD9X0,0.0561,95.992
0H6SkFtOIMBHFJemeufrhC,0.0512,118.162
76lRHXbH36r8RdOsPNU8H2,0.0239,94.779
3pRTjSYlsfL3hqG43VolZl,0.0294,98.127
7j6OJzMIJL5JcFHyeSJZGV,0.274,143.84
7omihmwARq2vV9oco41QF0,0.0324,68.318
3zTqNXUMKnaU4hBJbheSxy,0.0597,169.961
3Ct0bL2G2Ki3DvrJQef2vo,0.233,109.96
4vNCvQzO5Ak7scaQMj4fjs,0.135,101.443
4etcE8qAvnmYHdnD9Zb7xL,0.049,116.428
1bZJQM5fWot3h9znrSU2qe,0.0584,184.051
3dhvJ9A5uBPJ0NMV9GWTWY,0.0632,106.011
7neVcKsbivjMDIkdfoao5m,0.0534,73.422
4ftEWaKagc4tq3HWuOk3wJ,0.113,124.999
1ZMXcaG4nmZjRrU6DFLdXw,0.0447,84.971
6xkAjZ0U5HtXi8l9hr354x,0.0319,96.083
3g5fIJFJqNvqWQLoZoZv7Y,0.0489,76.372
052vSBPxqdmYRDlkSPiavc,0.0371,95.046
0t414ewhjcIiuPVF3QECz2,0.0797,105.575
6y6jbcPG4Yn3Du4moXaenr,0.0611,144.871
1IF5UcqRO42D12vYwceOY6,0.0371,94.08
42AcnfPuSV3i6iWA0OfwTw,0.0638,129.991
5gKfjl3XR7Oqf07gkjwLQk,0.0259,89.033
69roVs81cxmHJQ84vfqKKv,0.197,172.058
5u2FOoFhp495GIj5BJC77J,0.0525,73.019
0QH6EfMThSv5jfFnlSJmcc,0.0283,146.553
7tTM1237EwhJnBv3eu2tVz,0.0437,150.894
3oerY2Hzgr1nIjQpDtMk4d,0.0277,79.969
5NuhZIx47GxB5DAXg8jWHN,0.0725,140.009
3eRLsXrQcqkW4TRGnaEziv,0.0478,140.004
4MWIcbWgjf8zSAK6WwGPft,0.0354,78.085
0I9WXFMCidIOawoZYdWHFw,0.0392,95.988
4SZM1j8TEdxdFNWnBdV52x,0.0283,127.48
0eiRA0zYMV1et8R0C52WM2,0.276,85.97
3MnbXlC1N7GdS9M8HzA6no,0.143,142.059
5rgrBsAFYMun6yhtnLKRPz,0.0463,132.609
1giySMOHPQMb1nD3s5OCTs,0.0274,91.025
4mdyVTV7Tr5YDFnD2kvSM4,0.0587,185.183
3s3ciLHOXE1xVqGkdxwHPs,0.0388,93.856
7FOJvA3PxiIU0DN3JjQ7jT,0.217,99.991
6lanRgr6wXibZr8KgzXxBl,0.0267,139.028
5W7xC99N2Zzfh69r7I7zWK,0.21,171.812
0XuZL6jQFyH7nanq38dmpY,0.0347,129.946
7lB1e4gf6nGDAjh5KzGu86,0.0795,159.669
4HYSBUR88sZqBYuFEbHByM,0.0449,128.874
4wv0lOxuHGbnLXVBFmxfxy,0.102,85.174
3uLJiG7bVZrGA7mmyhEhri,0.287,95.909
0OtYquVj3keEgixYf4ekkC,0.293,159.976
68knGuzTOVTBPlRZJfOHHS,0.419,139.98
4hiNSVDrVkcrd0BrOME3HX,0.164,106.32
5G7uLHtoEW140QOcBpJlfz,0.0473,78.086
4agZCOTdZDD4r33mPPDy8b,0.0279,134.908
3LX1JoS93qV30UCwGaXDhR,0.0395,134.113
3Jw2A9SC8zhntx4ON9VabX,0.0331,136.283
2mjX9JRvEBmaav0Pn3xSCV,0.0496,169.926
4wx38D1Y9vv9WG3T0J6lTA,0.0278,121.981
11Tm0hw3DDF1gqU0kSEwiC,0.0466,111.928
0jRjFS3MU9gVUALZglzRAT,0.0285,116.081
3XuynAYyLtvJrI2NvVXu6Z,0.0923,76.29
5RLKeKcMkTCmN3sgDrCcqB,0.0432,124.003
3wXFEnUoZLO7U0WpHnfzFY,0.157,86.482
276G3dXIJtxQ0tNHl7A78P,0.0446,77.555
1dTkzRtw7b1dFTzuI1vB4W,0.0273,125.683
3XGI7w6DFAFCyvvpvuqRTu,0.0693,75.693
4DqCB4QBJv8ESudmYG5L1f,0.436,160.106
4V21wWV3wmoNy6OZJBGOfT,0.0332,148.224
6bKHrmhfMFhlXqYR6zfPt9,0.0401,155.068
0d0tJF80562KcMndcBcSfM,0.0263,80.767
0wrEpbtamvQTLIjDFkVQSl,0.286,91.947
2GnLhhzlKak1Q12b8jw25W,0.0367,95.027
3GCL1PydwsLodcpv0Ll1ch,0.0386,129.964
4PVvih9vJedYSZq5Msc6Lh,0.04,119.994
0ga8SPC1uPdqkzPUns5VVS,0.0469,102.024
6nsLzJfvp5OLd4mgqUJkpq,0.0501,128.081
1oYZm4FC6H2SPwZuHeHQlg,0.0564,104.963
2mxByJWOajjiVsLWjNXvDJ,0.0397,173.93
0tOUjL7GuGReHfxWCkS9gK,0.0571,204.394
16dXg2YuFOxwDC3cTf5jde,0.199,159.972
7sBOKzlzKu0PqUOp3eqDkE,0.0577,130.178
31DmTztbIIsv6wSE93S4fZ,0.0348,153.957
1dKDRs99KkNbtC9AHM7TLm,0.036,136.319
3fAPcwGO7pea21rE48r1Yu,0.292,178.124
0GQTtoUTT5deCfiV59ffAS,0.0562,96.254
4okba5wu9mMLXx79DXLKi3,0.0553,176.018
2tAeN2TKlQLOoSPXtARzBV,0.0555,93.798
6cOQUY6SSGXQ9L339RB4W5,0.0266,99.89
2FPfeYlrbSBR8PwCU0zaqq,0.0344,92.183
6k84OwhasWWHt9CdWTz7wD,0.0496,105.011
4dZ0SSRjzJJcKkHrnvDall,0.0402,85.311
1AM5ftPFKksvmjayu2bmnP,0.0333,144.185
41CUuaX52fZjRzzCK0rkkh,0.0353,97.991
3rpv4DmrFAC6tAfDWx4FTC,0.0357,115.009
2U6hcDLZHYRSd9Up0mMe9W,0.0459,102.971
4Eqo5hcqVnaAfL4J4W5Jjl,0.076,73.995
14DwbS9OjC4E5Ar91vE787,0.339,106.07
1FunRKEGHk2OywxjdDa3xr,0.188,113.944
76zpDN12KgtFVxszmzMYtZ,0.0356,129.974
6Y09hYup2XxzKsJULkSnU3,0.0352,127.231
0XHHeTdIIxDujqC1H1dYYW,0.195,139.391
1kMuU3TNQvHbqvXCWBodmP,0.356,76.052
0jYwcoxlPCDXv5MkzmzoYB,0.0278,134.025
5qlcQM9xWIIQ46b7daFDlb,0.0383,95.022
6N6mcIhmjN58QhUuMq47m1,0.0549,77.529
3LRJbFT9rKoKv4aW7PuBJC,0.0536,142.504
32y1kRg6IF3f6jpkHxzFoK,0.0704,152.677
6igXYiQIuXwjO9myYFqSrj,0.0261,101.938
3F4XNhEXj34zWPBB8Snb5L,0.027,87.989
0uPBYnoltG0oiZ2bOTy7iI,0.0437,106.024
3z1ypZ259cH7d68PMBlpLx,0.0448,121.538
7hbidev4v8qluSwdSqoxHH,0.195,76.519
5RzkcrJ2Q45NriQYE04vU1,0.128,135.015
1yZdPcGLJUXEyjU0b9t3Zz,0.0582,180.123
3ThoNs4xBJMflCJqfT6XSF,0.0577,118.189
2gbCG4Rt9984UZ7Tc0dIFd,0.0319,63.476
5Yj5pG9BPF6p77d7BRF2bL,0.0325,96.919
15NGPktDl1wh3kY4rMS9TH,0.0335,75.955
7bYcaESqpNbCHbM6dkN80q,0.04,100.086
5xL84TYVoMCJZc3ZIv50x4,0.112,125.999
0wvIGFIgbyz4JNwQhZgTv2,0.0272,143.899
61lvHdzuzlptwbmKXhXz1W,0.0338,82.974
2wbOtvGBINPMtrD9u0KHlk,0.297,87.001
1gWP8vMHsFtaH2nY9OVqoz,0.0269,148.101
66zI1g4FK5NW5tW0VhMhZX,0.0504,116.405
13mlT5Io2Aqr22UEPIt5sJ,0.0275,78.437
3lPAHV0b53zgRRm9LBgnTY,0.398,173.595
08hPWkpbfOxuJ7d3qBLfDC,0.0406,112.027
175SqbjiYWoKrBhREQ5iSH,0.0337,55.001
2gARuGv4EYfDbmGzbkmB4N,0.0388,91.595
5KlCWDbatUCBhvN7ZwyeEF,0.0299,125.473
1DfMYfOizR8xiAiRPxXHyq,0.0375,95.997
1rDSPmx9ANu8CyNLKci0IT,0.115,173.495
0vFMQi8ZnOM2y8cuReZTZ2,0.0429,136.991
6dYaVW6yO0mNUiE46S4hfk,0.0324,146.954
70JTcFzbKQFhrYVTPzlLLV,0.0475,128.029
0EUWH2R8S6uRIapGQxBcOk,0.0379,76.692
340eA3P5yCo3QYeOCG1lYF,0.0271,113.057
7M2t3mrwREenfKCvpRCed7,0.0512,56.92
7iL6o9tox1zgHpKUfh9vuC,0.366,90.051
7JpewU9FPkJyiOi0CErkpI,0.307,122.047
7kfeISl8OKZ18wHdjK7PsO,0.106,96.296
6HS5QOvhd4w3XqJMDaEWcv,0.0678,99.102
1f2lkuLldqRzvaFjJdjGXX,0.0396,143.113
568eCubXd4cyCxhfWdFqTZ,0.0728,128.001
1Z5L1sgdPUPfcuxsfaYzcB,0.0515,120.031
64ybTt8CKxPdeXBNnu08Op,0.0368,119.999
7BY005dacJkbO6EPiOh2wb,0.0345,117.2
63gcHyuhAC8G2C0bVQUOJI,0.0983,173.395
0PbdjoFj8uQEjqLMB1xmGI,0.0761,90.3
6tUQJ4DD5nSRRZU1V7opvd,0.044,134
3b3UASX1zmY2Pf90oK2R6E,0.0445,149.977
4OMAJ5nXjSH5PY30lalIhC,0.0253,103.955
4o74y4XY1ypNZkZtZkK8Wi,0.0565,142.588
79HeGKO8bLZjvSyVidqTiq,0.0477,142.018
1NYaLhEksvC13Gwgn7dAfW,0.0523,159.927
04hVFgVg7wcl7TXH50IbDB,0.0353,104.89
2nfcXZZjsu630LYqaiCIFP,0.126,199.964
04FwOgIovwG5ItELDLfPfj,0.0336,128.124
4Y00xD9HbXDLtf7Wv9685t,0.0277,87.025
3E8gEvhLia6w9lQv3hfxzM,0.0487,126.96
7cGtfu1NryehQAJrnPfp6L,0.122,167.048
6rStvYTbbuye0Pjg1H6poR,0.0881,120.154
2nlN1iK9JjiOC7ojtRrnNq,0.0366,100.018
6cM8ab3B6ktE1a0icQxUlP,0.371,134.327
12KP3TP0BYKhYWp0H3YXtq,0.0301,131.78
3mqrfe5u8PY39YNwlYME25,0.0456,112.966
5XR9OsoThH0oG6RjIN02sH,0.0376,97.01
6str6hBCPSjfhSIS4qscDJ,0.29,79.837
7HrfeP6dl2TzPT4GiRHKNY,0.379,155.148
1gfDBEx1iPQoP5XuaffpfP,0.114,79.944
3ylgJ2iLcfb4CusC8JbKuJ,0.0368,142.018
1PRyPD26m9oOWr9bzgICCS,0.0293,101.819
3xGn32TdcWNxhRzW3xOSs5,0.0347,144.099
3kfBISmvAsOyRC4ox8uXEc,0.0274,141.343
0Dz8Q8SiWvrmV44IGhxO2m,0.0413,102.659
2gTXHAdDkCTGT9paqmgzEB,0.0429,161.859
5ZsPy9wHH733NlU6c4v2Hi,0.0522,99.945
0R2EQQKEHc52JdvaBDCXPK,0.042,118.981
0Cqm4rlGZw9mUyzVAYHiVf,0.0357,104.999
475S27yI5vt0UoiQJjpvSX,0.143,85.569
5Igh8ZcKE92w9lGleevn85,0.0451,137.051
1fhZ9PkRo6tZAvqp6VCcZg,0.0398,129.728
52VlkVY9xes2LFwOKW1kdS,0.0576,127.055
0a7BloCiNzLDD9qSQHh5m7,0.154,114.452
7uWVT3UkCAZyANvv0bdyQn,0.137,108.005
15ebbIRQk7LfUQDPtYBesA,0.0366,71.953
6TCWK0swzjyTDVd5DkMdEK,0.297,76.409
2gXwMixw0voLNVxPr4Ja6v,0.0393,166.373
3rjjxMWT0gNXDTrTpK6y5M,0.039,87.996
4y6P6eic8hhTcFqtaV5ftn,0.245,143.1
3CWjOFjkLyn21I3J45Zwvh,0.0286,116.033
3IgVkFxGutKkmWBtMNaUgd,0.0769,71.317
0RZXNlGPvfMo54fd6uCvAT,0.311,150.09
0AMCrMfidNGg46HjJcqVJk,0.0483,89.994
6D6j53ryasvqTNUOlESV93,0.0633,150.19
0gDHo7nkUC3846vefhHJcE,0.0354,122.096
4xRxYWgAtL6pzRz94GlZlA,0.205,155.948
70eHX1ZLxEmrydgSUARtJE,0.0391,140.858
5bzMj8gBc9ZwfXCrFtegXi,0.0271,73.99
3rJAP9G6hjx2kN8Jsvas09,0.036,159.915
69BYhAYJandHGMMLCKqvwo,0.0312,139.867
463EaoLaoLfyH6pplOnjLB,0.0874,165.999
7eZ7ODAt9cALYnWLO8F6Fd,0.0987,119.993
5hlUHYx8DZVuVxluLxYIE2,0.033,200.267
2cY15EZqnN9bxPb5UuYuBE,0.139,173.852
7inXu0Eaeg02VsM8kHNvzM,0.0599,143.104
17YCiFKPFePSYILrUS9zcR,0.0821,129
2ohHVfGDGcawWjx2KwP8dF,0.238,170.677
7avOlwT4dRe3xr1RH82k4d,0.056,146.048
5embh0i7ZHHn3BXhjoeihX,0.0351,95.05
56YTSCvhv1NjIGgdtCeiiw,0.0966,94.011
6sbZNeGOLDz7WqLk0Nd51J,0.0368,78.99
0VpbQDmiPoS4cRu7lRwjr3,0.0303,105.995
2fCoq1wZzsa18L8mD33iuM,0.496,84.005
4BLlx8FHi3LOhnY5kw1Wdy,0.0802,71.969
5kflnIKOUU6aLXkVXmJ6iK,0.102,100.001
0wasgXy8PI6t4EfA49YnXE,0.328,98.989
2CY92qejUrhyPUASawNVRr,0.0872,170.044
0QuHbHFRGfR4GGlrlq9a3S,0.111,95.027
1Vot6YSxInL52SGTN0XN9n,0.286,87.525
1pKeRK6rB2lsIzCySm4NUg,0.0393,124.989
4hlaDxMw1DkKKVSkuKVebK,0.0309,106.498
6J7ZSdEEYo3ns4gnHdwRL0,0.0401,126.026
2RtvkLz5tmOXlzz918It6E,0.0462,126.15
0J1eOZeDtvSavIs43oRSVF,0.0786,119.966
2dBA6iMhxf29tkaHjiQzuq,0.0391,126.05
3F274sv7NCtXfu88YEEhXd,0.0264,170.04
7wdzLe2Gsx1RGqbvYZHASz,0.0638,121.927
7N38rYOQdP7lxVgeU8TGj6,0.0372,105.031
3QamxU5OlPQV15RyGpjHrp,0.0366,126.792
6b6bYwJGyVMrRshcJ1WHru,0.0486,100.009
3aiDaytfq0kplQugpiwj2J,0.0778,127.914
1azUYwqrm5BMCNRf0KSsaL,0.0299,134.932
0uEnAkktncqueYyi4DAIjD,0.0338,131.217
4lAFD0IL207REobSO8XYA4,0.0334,150.568
0vbbhcA6okLzvsy6WSTlLg,0.0428,122.531
7zdDtWr9g6Nyaog9ESbpa8,0.0254,81.971
53oWwSxPuyH2cjYKXH8fgO,0.284,91.224
6DVu6RZWnPrI8OLwrJXReo,0.0563,143.536
5VIUVUvwHPM2vJaQpznd5W,0.205,67.363
1j8z4TTjJ1YOdoFEDwJTQa,0.0921,104.031
7dkbEHIMLoeuG4zXGmzhEH,0.0463,170.581
6A0xmNbETs0w9TiIjgv48x,0.027,79.905
1uOINML3hGaIC0A92ej0Uy,0.0587,96.054
458gevlvVGu3MHNwiXmh3f,0.169,175.13
006PJvsr6CyV3JdBf7wiNF,0.0437,119.968
6JJ8eDRnrwORwTi6K2KFOx,0.271,150.106
4JjUwfp8GQ3PxWg2QPKnpn,0.0479,149.931
6wZEgxBDISdmZJDTRrAyQU,0.0522,123.136
4cGPWeCfoQTw7i0wqNRcjI,0.0273,73.599
4GjRDgb77p27GQnbZpv1OJ,0.0324,114.761
4Mr73gFwZUeFnrfRov23we,0.16,90.507
0oKGnCEvcg85EQGJEv9A65,0.0327,130.037
2TJ5ei0GrErhEdAwWITbgd,0.172,131.969
1uHACkBD8IHBmrkTrk6You,0.0665,128.004
0UrWr7Jnu1heq1o99ZwUd0,0.0621,97.867
5CMclk0hHDJpvh34ZluLcv,0.0259,108.154
7DFnq8FYhHMCylykf6ZCxA,0.272,86.768
